Source_Location_X,Source_Location_Y,Source_Emission_rate
180,180,0.00044394
100,100,0.014777
300,300,0.015094
376,85,0.011828
70,70,0.00044394
180,180,0.013952
100,100,0.013857
300,300,0.0095764
119,80,0.011574
70,70,0.0022197
180,180,0.014808
100,100,0.0044077
300,300,0.011733
87,80,0.014238
70,70,0.005137
180,180,0.0049784
100,100,0.010084
300,300,0.00057078
137,131,0.00091958
70,70,0.0073884
180,180,0.0020294
100,100,0.01224
300,300,0.006342
85,288,0.0072615
70,70,0.0075786
180,180,0.006881
100,100,0.008086
300,300,0.0091324
80,35,0.015379
70,70,0.005359
180,180,0.015696
100,100,0.002188
300,300,0.011225
80,390,0.013604
70,70,0.0076738
180,180,0.0018075
100,100,0.012525
300,300,0.0059932
131,92,0.0036783
70,70,0.0025685
180,180,0.0065322
100,100,0.0032344
300,300,0.0048199
288,70,0.0064371
70,70,0.0036149
180,180,0.0075786
100,100,0.011859
300,300,0.0027905
35,193,0.013794
70,70,0.0011098
180,180,0.0055175
100,100,0.00612
300,300,0.005137
390,159,0.011986
70,70,0.0027905
180,180,0.0052004
100,100,0.0038052
300,300,0.0060249
92,90,0.00371
70,70,0.012589
180,180,0.0061834
100,100,0.015316
300,300,0.004154
70,294,0.0066591
70,70,0.0023782
180,180,0.014206
100,100,0.004154
300,300,0.0062468
193,96,0.0094178
70,70,0.0018709
180,180,0.015379
100,100,0.01335
300,300,0.0060566
159,100,0.014872
70,70,0.0019343
180,180,0.00022197
100,100,0.0013318
300,300,0.013445
90,108,0.012779
70,70,0.0072298
180,180,0.0015221
100,100,0.015855
300,300,0.010084
294,259,0.011955
70,70,0.0065956
180,180,0.014428
100,100,0.0022514
300,300,0.0072298
96,299,0.011035
70,70,0.0089422
180,180,0.0018075
100,100,0.002727
300,300,0.014904
100,322,0.011098
70,70,0.0014269
180,180,0.0037418
100,100,0.0087202
300,300,0.011447
108,246,0.0048833
70,70,0.0079909
180,180,0.0028539
100,100,0.0091324
300,300,0.011035
259,151,0.0076104
70,70,0.0084348
180,180,0.01354
100,100,0.0069444
300,300,0.01446
299,363,0.0067225
70,70,0.014682
180,180,0.009291
100,100,0.0065639
300,300,0.0093227
322,128,0.013508
70,70,0.012842
180,180,0.0033295
100,100,0.014428
300,300,0.011352
246,93,0.0037735
70,70,0.0033612
180,180,0.011764
100,100,0.011828
300,300,0.001205
151,95,0.0056761
70,70,0.013667
180,180,0.011891
100,100,0.01262
300,300,0.012969
363,297,0.014808
70,70,0.0074835
180,180,0.0013635
100,100,0.0060566
300,300,0.0084348
128,24,0.0077055
70,70,0.0045979
180,180,0.00022197
100,100,0.0050101
300,300,3.17E-05
93,287,0.010876
70,70,0.0059932
180,180,0.014777
100,100,0.006881
300,300,0.010464
95,101,0.01335
70,70,0.00047565
180,180,0.002727
100,100,0.012113
300,300,0.012367
297,57,0.0059614
70,70,0.011733
180,180,0.0073884
100,100,0.0014587
300,300,0.0088153
24,381,0.0033295
70,70,0.0046613
180,180,0.0040589
100,100,0.0059297
300,300,0.014523
287,337,0.0019977
70,70,0.010623
180,180,0.01503
100,100,0.0044394
300,300,0.0052321
101,102,0.0059297
70,70,0.012177
180,180,0.011764
100,100,0.0022514
300,300,0.0051687
57,344,0.0064371
70,70,0.0039003
180,180,0.0029173
100,100,0.0026319
300,300,0.0049784
381,200,0.0033295
70,70,0.014745
180,180,0.001966
100,100,0.0085616
300,300,0.014079
337,232,0.0037418
70,70,0.008847
180,180,0.0056443
100,100,0.0043125
300,300,0.013508
102,336,0.0035832
70,70,0.010781
180,180,0.015189
100,100,0.0038052
300,300,0.0016806
344,152,0.0038369
70,70,0.0030124
180,180,6.34E-05
100,100,0.015221
300,300,0.011194
200,56,0.008308
70,70,0.0014904
180,180,0.00034881
100,100,0.0075152
300,300,0.01484
232,346,0.012779
70,70,0.0096715
180,180,0.0075469
100,100,0.012684
300,300,0.0013318
336,64,0.0034564
70,70,0.0040271
180,180,0.0096398
100,100,0.00072933
300,300,0.0040589
152,321,0.0033929
70,70,0.0054541
180,180,0.0053907
100,100,0.015506
300,300,0.012811
56,119,0.012525
70,70,0.0055809
180,180,0.0013952
100,100,0.006881
300,300,0.011098
346,59,0.0056443
70,70,0.015252
180,180,0.012557
100,100,0.0044077
300,300,0.0029807
64,73,0.011859
70,70,0.0084665
180,180,0.0070079
100,100,0.0064054
300,300,0.014587
321,364,0.0086885
70,70,0.0084031
180,180,0.004693
100,100,0.0050419
300,300,0.014999
119,45,0.00015855
70,70,0.0028539
180,180,0.0028222
100,100,0.0094812
300,300,0.0084982
59,73,0.0025368
70,70,0.0072298
180,180,0.015411
100,100,0.010591
300,300,0.0047565
73,353,0.0022831
70,70,0.014301
180,180,0.00983
100,100,0.01002
300,300,0.014396
364,334,0.014269
70,70,0.0027588
180,180,0.0019977
100,100,0.0034247
300,300,0.0045028
45,370,0.007103
70,70,0.011447
180,180,0.0075469
100,100,0.011447
300,300,0.0060566
73,123,0.0075786
70,70,0.0054541
180,180,0.0038369
100,100,0.010179
300,300,0.0097666
353,325,0.013223
70,70,0.0032344
180,180,0.0072298
100,100,0.0053272
300,300,0.0083714
334,203,0.011606
70,70,0.010876
180,180,0.0058346
100,100,0.0080543
300,300,0.0003171
370,69,0.0024099
70,70,0.0071664
180,180,0.013825
100,100,0.0075152
300,300,0.0051687
123,96,0.0019977
70,70,0.0048199
180,180,0.0010147
100,100,0.0010464
300,300,0.0077372
325,273,0.0038686
70,70,0.0031393
180,180,0.011542
100,100,0.012335
300,300,0.0015855
203,268,0.014618
70,70,0.015157
180,180,0.0066591
100,100,0.010401
300,300,0.004154
69,342,0.0041857
70,70,0.0021563
180,180,0.0029173
100,100,0.013096
300,300,0.014396
96,176,0.01113
70,70,0.011225
180,180,0.015633
100,100,0.0073884
300,300,0.012842
273,295,0.015791
70,70,0.010623
180,180,0.002727
100,100,0.005898
300,300,0.0086251
268,236,0.0032027
70,70,0.009069
180,180,0.01335
100,100,0.015094
300,300,0.012811
342,93,0.009069
70,70,0.00076104
180,180,0.006881
100,100,0.0016489
300,300,0.0077689
176,53,0.0026953
70,70,0.0053272
180,180,0.0062785
100,100,0.0064371
300,300,0.012018
295,38,0.011701
70,70,0.0013635
180,180,0.014904
100,100,0.0044077
300,300,0.004154
236,289,0.00057078
70,70,0.0079592
180,180,0.015252
100,100,0.0064054
300,300,0.015379
93,206,0.0069444
70,70,0.0025368
180,180,0.0099886
100,100,0.0098935
300,300,0.0094495
53,189,0.015791
70,70,0.014428
180,180,0.013445
100,100,0.0079274
300,300,0.0089739
38,83,0.0098617
70,70,0.014935
180,180,0.00072933
100,100,0.0062785
300,300,0.0057712
289,367,0.014269
70,70,0.013382
180,180,0.001966
100,100,0.012747
300,300,0.0013001
206,327,0.0091324
70,70,0.012842
180,180,0.0035198
100,100,0.0014904
300,300,0.0029807
189,81,0.01132
70,70,0.002949
180,180,0.00015855
100,100,0.0083714
300,300,0.0072615
83,357,0.0025051
70,70,0.0056443
180,180,0.011194
100,100,0.014713
300,300,0.004693
367,338,0.013794
70,70,0.013128
180,180,0.0011098
100,100,0.0047882
300,300,0.014777
327,109,0.0092275
70,70,0.0042174
180,180,0.010306
100,100,0.013033
300,300,0.014174
81,227,0.0077055
70,70,0.014555
180,180,0.011733
100,100,0.010908
300,300,0.013286
357,373,0.0093227
70,70,0.0070713
180,180,0.014143
100,100,0.012747
300,300,0.011669
338,212,0.011447
70,70,0.0085934
180,180,0.0086568
100,100,0.015601
300,300,0.012208
109,393,0.009069
70,70,0.0075152
180,180,0.0095129
100,100,0.0062151
300,300,3.17E-05
227,87,0.0072615
70,70,0.0034247
180,180,0.0052638
100,100,0.012716
300,300,0.0054858
373,288,0.0053272
70,70,0.015474
180,180,0.0070079
100,100,0.0098935
300,300,0.010211
212,217,0.013984
70,70,0.00079274
180,180,0.014143
100,100,0.012969
300,300,0.012018
393,207,0.0026002
70,70,0.0062151
180,180,0.0086568
100,100,0.0047882
300,300,0.014047
87,370,0.012811
70,70,0.015538
180,180,0.0095129
100,100,0.0028222
300,300,0.0046296
288,236,0.0072298
70,70,0.0083397
180,180,0.0072933
100,100,0.0026319
300,300,0.0058663
217,145,0.014904
70,70,0.0090056
180,180,0.014111
100,100,0.01373
300,300,0.0042808
207,96,0.01243
70,70,0.013033
180,180,0.014777
100,100,0.0025051
300,300,0.0029173
370,306,0.001205
70,70,0.0019977
180,180,0.00085616
100,100,0.0087519
300,300,0.014967
236,374,0.0020294
70,70,0.010211
180,180,0.00076104
100,100,0.011447
300,300,0.0024417
145,191,0.00034881
70,70,0.0089422
180,180,0.0034564
100,100,0.0076104
300,300,0.011479
96,285,0.00038052
70,70,0.011003
180,180,0.0089739
100,100,0.011828
300,300,0.001744
306,256,0.00060249
70,70,0.0021563
180,180,0.0083397
100,100,0.0071347
300,300,0.0013001
374,111,0.011257
70,70,0.014682
180,180,0.011289
100,100,0.015823
300,300,0.0091324
191,31,0.014872
70,70,0.014269
180,180,0.010496
100,100,0.010052
300,300,0.01224
285,212,0.012684
70,70,0.0047248
180,180,0.0010147
100,100,0.0091958
300,300,0.0070713
256,74,0.015696
70,70,0.0097032
180,180,0.011257
100,100,0.0084982
300,300,0.013286
111,185,0.0025051
70,70,0.013064
180,180,0.0064054
100,100,0.014428
300,300,0.012747
31,96,0.0084982
70,70,0.01503
180,180,0.010147
100,100,0.0085299
300,300,0.014904
212,139,0.00044394
70,70,0.0085299
180,180,0.0017757
100,100,0.01446
300,300,0.0041857
74,26,0.008308
70,70,0.0075469
180,180,0.013604
100,100,0.00076104
300,300,0.014143
185,43,0.014143
70,70,0.0077055
180,180,0.014365
100,100,0.011764
300,300,0.0014587
96,158,0.0084348
70,70,0.011225
180,180,0.015189
100,100,0.0064371
300,300,0.014935
139,83,0.0032661
70,70,0.01094
180,180,0.014143
100,100,0.0098935
300,300,0.0072615
26,47,0.014999
70,70,0.0085299
180,180,0.014238
100,100,0.0050419
300,300,0.00612
43,114,0.0099252
70,70,0.0023465
180,180,0.013477
100,100,0.0044394
300,300,0.013572
158,72,0.0057078
70,70,0.0031393
180,180,0.013762
100,100,0.0022514
300,300,0.0065322
83,314,0.0044077
70,70,0.0025368
180,180,0.013128
100,100,0.0040589
300,300,0.0020928
47,167,0.010845
70,70,0.01465
180,180,0.0020928
100,100,0.01576
300,300,0.0021246
114,394,0.0033612
70,70,0.0065639
180,180,0.011986
100,100,0.004154
300,300,0.0094178
72,360,0.0023782
70,70,0.0039003
180,180,0.0019343
100,100,0.0080226
300,300,0.012747
314,181,0.012906
70,70,0.0058663
180,180,0.0011733
100,100,0.013064
300,300,0.0043125
167,140,0.0060566
70,70,0.012779
180,180,0.0039954
100,100,0.014491
300,300,0.015601
394,330,0.0078323
70,70,0.00082445
180,180,0.010401
100,100,0.014491
300,300,0.0086885
360,183,0.0023782
70,70,0.0061834
180,180,0.0085934
100,100,0.0045979
300,300,0.014079
181,20,0.011447
70,70,0.01446
180,180,0.0090056
100,100,0.0023148
300,300,0.013255
140,365,0.010115
70,70,0.0039954
180,180,0.0055492
100,100,0.0085616
300,300,0.0059932
330,202,0.014047
70,70,0.013096
180,180,0.015316
100,100,0.013857
300,300,0.0058346
183,135,0.008308
70,70,0.010781
180,180,0.012081
100,100,0.0017757
300,300,0.013604
20,177,0.0039003
70,70,0.0013001
180,180,3.17E-05
100,100,0.0095446
300,300,0.013952
365,273,0.010464
70,70,0.013382
180,180,0.0054858
100,100,0.0056126
300,300,0.00085616
202,200,0.0085616
70,70,0.0097349
180,180,0.014872
100,100,0.015284
300,300,0.0016489
135,302,0.0047248
70,70,0.012303
180,180,0.013825
100,100,0.005137
300,300,0.01465
177,323,0.01094
70,70,0.008847
180,180,0.015379
100,100,0.0089422
300,300,0.0089739
273,275,0.0097666
70,70,0.0058346
180,180,0.010147
100,100,0.014079
300,300,0.010718
200,191,0.0084031
70,70,0.006342
180,180,0.0097349
100,100,0.014587
300,300,0.013477
302,268,0.0074201
70,70,0.0048833
180,180,0.011003
100,100,0.0010147
300,300,0.004376
323,376,0.0073567
70,70,0.01224
180,180,0.00060249
100,100,0.0057395
300,300,0.0056443
275,81,0.0035198
70,70,0.0048199
180,180,0.0092593
100,100,0.015157
300,300,0.0064371
191,104,0.0077055
70,70,0.0081177
180,180,0.014365
100,100,0.0032344
300,300,0.0084031
268,165,0.0056126
70,70,0.0048833
180,180,0.01002
100,100,0.005898
300,300,0.00053907
376,340,0.015411
70,70,0.0063102
180,180,0.0059932
100,100,0.0036149
300,300,0.013635
81,39,0.014808
70,70,0.012145
180,180,0.0084982
100,100,0.0018709
300,300,0.0034247
104,140,0.011511
70,70,0.0086568
180,180,0.0099252
100,100,0.0057712
300,300,0.0078957
165,83,0.010337
70,70,0.011828
180,180,0.0014269
100,100,0.0040906
300,300,0.00085616
340,95,0.014301
70,70,0.00371
180,180,0.0058029
100,100,0.01205
300,300,0.011923
39,313,0.012272
70,70,0.0076104
180,180,0.0035832
100,100,0.014682
300,300,0.008086
140,120,0.01503
70,70,0.0035515
180,180,0.01075
100,100,0.012716
300,300,0.010401
83,228,0.010845
70,70,0.0073567
180,180,0.0083714
100,100,0.011764
300,300,0.0065639
95,192,0.010179
70,70,0.00057078
180,180,0.012525
100,100,0.0025685
300,300,0.011606
313,388,0.010337
70,70,0.015379
180,180,0.0058346
100,100,0.0084348
300,300,0.0031393
120,173,0.0038052
70,70,0.014491
180,180,0.012779
100,100,0.012811
300,300,0.0044077
228,221,0.012335
70,70,0.011003
180,180,0.012969
100,100,0.0048516
300,300,0.015506
192,48,0.010274
70,70,0.010464
180,180,0.0071664
100,100,0.0010147
300,300,0.0083714
388,272,0.0077372
70,70,0.0051053
180,180,0.004915
100,100,0.0078957
300,300,0.015379
173,336,0.0075786
70,70,0.0059297
180,180,0.0038369
100,100,0.013825
300,300,0.012113
221,64,0.001966
70,70,0.0020294
180,180,0.010528
100,100,0.012462
300,300,0.013191
48,98,0.013508
70,70,0.0011098
180,180,0.013413
100,100,0.010306
300,300,0.011289
272,215,3.17E-05
70,70,0.0082128
180,180,0.0043125
100,100,0.0087836
300,300,0.0095446
336,202,0.0087836
70,70,0.0041857
180,180,0.015252
100,100,0.0016489
300,300,0.0012684
64,250,0.0028222
70,70,0.015823
180,180,0.0018709
100,100,0.011606
300,300,0.012906
98,99,0.014206
70,70,0.0079274
180,180,0.011289
100,100,0.0016172
300,300,0.00095129
215,331,0.010274
70,70,0.0098935
180,180,0.0058346
100,100,0.00012684
300,300,0.0088787
202,341,0.0020611
70,70,0.0038052
180,180,0.0054858
100,100,0.0054858
300,300,0.014682
250,147,0.011669
70,70,0.011416
180,180,0.0054541
100,100,0.0085934
300,300,0.0045979
99,118,0.01075
70,70,0.007864
180,180,0.013001
100,100,0.014745
300,300,0.013128
331,307,0.0014587
70,70,0.0048516
180,180,0.0054541
100,100,0.0037735
300,300,0.011637
341,180,0.011003
70,70,0.010591
180,180,0.0013001
100,100,0.014111
300,300,0.0063102
147,400,0.015855
70,70,0.01576
180,180,0.015791
100,100,0.0067542
300,300,0.00060249
118,277,0.0047882
70,70,0.011257
180,180,0.0047565
100,100,0.013952
300,300,0.0064688
307,104,0.0021563
70,70,0.0063102
180,180,0.0038052
100,100,0.014206
300,300,0.0032661
180,286,0.0070713
70,70,0.0055492
180,180,0.0025051
100,100,0.004693
300,300,0.0041857
400,90,0.014016
70,70,0.013477
180,180,0.0086885
100,100,0.0016172
300,300,0.0022831
277,38,0.013794
70,70,0.00371
180,180,0.00025368
100,100,0.0039637
300,300,0.011003
104,150,0.0089422
70,70,0.012367
180,180,0.00072933
100,100,0.0099886
300,300,0.0075786
286,211,0.0059614
70,70,0.00085616
180,180,0.0099569
100,100,0.010528
300,300,0.014174
90,315,0.011891
70,70,0.011923
180,180,0.00044394
100,100,0.006881
300,300,0.014872
38,72,0.011986
70,70,0.00050736
180,180,0.01335
100,100,0.003932
300,300,0.01465
150,152,0.0026002
70,70,0.00047565
180,180,0.0023148
100,100,0.0091007
300,300,0.0036466
211,239,0.0018392
70,70,0.0081494
180,180,0.0098935
100,100,0.0022197
300,300,0.0071981
315,145,0.0087519
70,70,0.010274
180,180,0.01576
100,100,0.0064371
300,300,0.010337
72,226,0.0047882
70,70,0.0047882
180,180,3.17E-05
100,100,0.0097349
300,300,0.014935
152,243,0.012462
70,70,0.013889
180,180,0.0024099
100,100,0.015791
300,300,0.013794
239,206,0.0072615
70,70,0.008847
180,180,0.0025051
100,100,0.007864
300,300,0.015791
145,142,0.010115
70,70,0.008847
180,180,0.013128
100,100,0.001205
300,300,0.008847
226,24,0.012177
70,70,0.0084982
180,180,0.012716
100,100,0.012525
300,300,0.013445
243,306,0.0085299
70,70,0.010115
180,180,0.012589
100,100,0.0037735
300,300,0.011637
206,171,0.0048516
70,70,0.0047248
180,180,0.001744
100,100,0.0079274
300,300,0.0016806
142,231,0.0096715
70,70,0.010147
180,180,0.0049784
100,100,0.0084982
300,300,0.0041223
24,283,0.0055175
70,70,0.0059932
180,180,0.0043442
100,100,0.0076104
300,300,6.34E-05
306,131,0.00012684
70,70,0.0075786
180,180,0.0097666
100,100,0.014808
300,300,0.0097032
171,206,0.0031076
70,70,0.013762
180,180,0.013508
100,100,0.0073567
300,300,0.0044394
231,121,0.0097032
70,70,0.011542
180,180,0.014713
100,100,0.013794
300,300,0.0099252
283,325,0.012018
70,70,0.011923
180,180,0.0094495
100,100,0.0056126
300,300,0.0091641
131,203,0.0060566
70,70,0.0074518
180,180,0.0053907
100,100,0.014935
300,300,0.0011098
206,375,0.0052321
70,70,0.0062468
180,180,0.0082128
100,100,0.010306
300,300,0.003932
121,142,0.013255
70,70,0.0080226
180,180,0.014745
100,100,0.0087202
300,300,0.0065639
325,390,0.0075152
70,70,0.005359
180,180,0.003932
100,100,0.00079274
300,300,0.013889
203,391,0.015474
70,70,0.014016
180,180,0.013096
100,100,0.0072298
300,300,0.0091641
375,241,0.0093861
70,70,0.014396
180,180,0.0074201
100,100,0.0013952
300,300,0.0018392
142,305,0.008847
70,70,0.0084031
180,180,0.00041223
100,100,0.01075
300,300,0.00019026
390,126,0.014079
70,70,0.014428
180,180,0.011733
100,100,0.01354
300,300,0.012208
391,296,0.0072615
70,70,0.0082445
180,180,0.0060883
100,100,0.01446
300,300,0.0096715
241,347,0.0016489
70,70,0.0097032
180,180,0.00015855
100,100,0.0066273
300,300,0.0075469
305,61,0.0042808
70,70,0.0091324
180,180,0.0086568
100,100,0.0095446
300,300,0.0060883
126,314,0.0077689
70,70,0.0097983
180,180,0.0024099
100,100,0.0020294
300,300,0.0053907
296,232,0.0013952
70,70,0.014808
180,180,0.014872
100,100,0.0061517
300,300,0.0025051
347,174,0.0068176
70,70,0.0073884
180,180,0.0032661
100,100,0.0067542
300,300,0.0032027
61,81,0.0046296
70,70,0.00069762
180,180,0.015094
100,100,0.0037418
300,300,0.015189
314,270,0.0022514
70,70,0.014587
180,180,0.0035832
100,100,0.0024099
300,300,0.0096081
232,374,9.51E-05
70,70,0.0075152
180,180,0.0082445
100,100,0.0027905
300,300,0.0077689
174,290,0.011986
70,70,0.0061834
180,180,0.0027905
100,100,0.0086568
300,300,0.0036149
81,316,0.0054224
70,70,0.0077372
180,180,0.0017123
100,100,0.0038052
300,300,0.00041223
270,261,0.010337
70,70,0.011479
180,180,0.0048833
100,100,0.0032344
300,300,0.0061517
374,300,0.0097032
70,70,0.0035198
180,180,0.0085616
100,100,0.0039954
300,300,0.014333
290,57,0.0032661
70,70,3.17E-05
180,180,0.011764
100,100,0.007864
300,300,0.014111
316,342,0.0073567
70,70,0.0016806
180,180,0.0019026
100,100,0.0035198
300,300,0.010274
261,62,0.011701
70,70,0.0032027
180,180,0.0049784
100,100,0.0087202
300,300,0.015252
300,360,0.012589
70,70,0.01354
180,180,0.012272
100,100,0.0067542
300,300,0.004154
57,352,0.012747
70,70,0.014904
180,180,0.012462
100,100,0.013223
300,300,0.011289
342,341,0.011035
70,70,0.00038052
180,180,0.0013001
100,100,0.0013318
300,300,0.0019977
62,181,0.0096715
70,70,0.0044394
180,180,0.010591
100,100,0.0063737
300,300,0.013857
360,73,0.014904
70,70,0.0056126
180,180,0.011669
100,100,0.014777
300,300,0.0026953
352,40,0.0040271
70,70,0.0095446
180,180,0.005137
100,100,0.0046296
300,300,0.0078957
341,342,0.0049467
70,70,0.011352
180,180,0.014333
100,100,0.0038052
300,300,0.004693
181,173,0.013984
70,70,0.0087519
180,180,0.014777
100,100,0.0068493
300,300,0.00050736
73,227,0.0028539
70,70,0.0047565
180,180,0.0055809
100,100,0.0072615
300,300,0.00088787
40,227,0.0010464
70,70,0.0023465
180,180,0.0023465
100,100,0.0026319
300,300,0.0040589
342,67,0.01503
70,70,0.013382
180,180,0.0093544
100,100,0.0052321
300,300,0.014808
173,61,0.013857
70,70,0.013508
180,180,0.002188
100,100,0.012969
300,300,0.0012684
227,291,0.012208
70,70,0.01354
180,180,0.011003
100,100,0.014269
300,300,0.010052
227,372,0.010084
70,70,0.0045345
180,180,0.0089105
100,100,0.0034564
300,300,0.013508
67,43,0.0041857
70,70,0.002949
180,180,0.010813
100,100,0.0021246
300,300,0.014904
61,245,0.01484
70,70,0.013128
180,180,0.014904
100,100,0.0036466
300,300,0.008308
291,68,0.00079274
70,70,0.01002
180,180,0.014682
100,100,0.012969
300,300,0.0045979
372,212,0.0025368
70,70,0.00079274
180,180,0.011479
100,100,0.01075
300,300,0.014713
43,101,0.0003171
70,70,0.011986
180,180,0.0099886
100,100,0.01446
300,300,0.0034564
245,70,0.014016
70,70,0.011479
180,180,0.006342
100,100,3.17E-05
300,300,0.013001
68,271,0.0023465
70,70,0.011955
180,180,0.012399
100,100,0.015443
300,300,0.0039637
212,227,0.0034247
70,70,0.0099886
180,180,0.0053272
100,100,0.0086251
300,300,0.015728
101,317,0.0071347
70,70,0.013255
180,180,0.0012684
100,100,0.0079909
300,300,0.0030124
70,364,0.0030758
70,70,0.0099252
180,180,0.010084
100,100,0.014333
300,300,0.0050736
271,315,0.0068176
70,70,0.010654
180,180,0.012684
100,100,0.005898
300,300,0.0034564
227,369,0.010686
70,70,0.011574
180,180,0.00028539
100,100,0.0077055
300,300,0.013952
317,90,0.0053272
70,70,0.0087519
180,180,0.0094812
100,100,0.0095764
300,300,0.010179
364,343,0.0041857
70,70,0.00371
180,180,0.0036783
100,100,0.0050101
300,300,0.0019977
315,390,0.004915
70,70,0.011986
180,180,0.0079592
100,100,0.0061517
300,300,0.0053272
369,382,0.0086885
70,70,0.001966
180,180,0.0040906
100,100,0.0072298
300,300,0.015823
90,91,0.007103
70,70,0.014682
180,180,0.0076738
100,100,0.0075469
300,300,0.0075152
343,337,0.0097983
70,70,0.0078323
180,180,0.0074518
100,100,0.010623
300,300,0.011416
390,388,0.010337
70,70,0.0054224
180,180,0.0085616
100,100,0.0052321
300,300,0.010084
382,362,0.013794
70,70,0.0087519
180,180,0.012811
100,100,0.015157
300,300,0.0073567
91,192,0.0074518
70,70,0.0038686
180,180,0.00028539
100,100,0.011162
300,300,0.0017757
337,279,0.011828
70,70,0.0093227
180,180,0.0013318
100,100,0.011955
300,300,0.0042174
388,24,0.012557
70,70,0.0015221
180,180,0.0031076
100,100,0.014301
300,300,0.01335
362,52,0.0017123
70,70,0.0071981
180,180,0.002949
100,100,0.012399
300,300,0.0058029
192,221,0.015506
70,70,0.013889
180,180,0.0047565
100,100,0.005137
300,300,0.0079274
279,358,0.012842
70,70,0.01224
180,180,0.011764
100,100,0.014745
300,300,0.0041857
24,219,0.0039003
70,70,0.0072615
180,180,0.014396
100,100,0.012779
300,300,0.0037735
52,286,0.0053272
70,70,0.000983
180,180,0.0024734
100,100,0.0019343
300,300,0.0078957
221,200,0.0026002
70,70,0.0019026
180,180,0.0048199
100,100,0.011162
300,300,0.013445
358,231,0.0016489
70,70,0.013382
180,180,0.0003171
100,100,0.011479
300,300,0.015062
219,157,0.0068176
70,70,0.014111
180,180,0.0067542
100,100,0.010433
300,300,0.011162
286,376,0.0013635
70,70,0.01446
180,180,0.0036783
100,100,3.17E-05
300,300,0.011574
200,351,0.010559
70,70,0.0064054
180,180,0.00015855
100,100,0.013318
300,300,0.0093227
231,348,0.000983
70,70,0.0020928
180,180,0.013667
100,100,0.0030441
300,300,0.015252
157,119,0.014491
70,70,0.0088787
180,180,0.015474
100,100,0.0077689
300,300,0.014016
376,245,0.01075
70,70,0.015506
180,180,0.010972
100,100,0.014872
300,300,0.0097666
351,104,0.0013318
70,70,0.015411
180,180,0.003932
100,100,0.001744
300,300,0.0038369
348,342,0.0023148
70,70,0.010052
180,180,0.00015855
100,100,0.001205
300,300,0.0054541
119,40,0.0034564
70,70,0.011416
180,180,0.0094178
100,100,0.0075786
300,300,0.0013001
245,287,0.00057078
70,70,0.0016806
180,180,0.013604
100,100,0.00057078
300,300,0.0041223
104,165,0.0050101
70,70,0.0088787
180,180,0.00044394
100,100,0.0062785
300,300,0.002727
342,162,0.0021246
70,70,0.01075
180,180,0.014365
100,100,0.010559
300,300,0.0027588
40,184,0.0089422
70,70,0.002949
180,180,0.0034564
100,100,0.001744
300,300,0.014935
287,327,0.013413
70,70,0.0078006
180,180,0.013223
100,100,0.011891
300,300,0.00038052
165,216,0.000983
70,70,0.002188
180,180,0.0041223
100,100,0.012557
300,300,0.0063737
162,255,0.0097666
70,70,0.0017757
180,180,0.015538
100,100,0.00076104
300,300,0.010401
184,211,0.0072933
70,70,0.0027905
180,180,0.0084031
100,100,0.010876
300,300,0.008847
327,397,0.0013635
70,70,0.0086885
180,180,0.006342
100,100,0.001205
300,300,0.0079909
216,335,0.0061834
70,70,0.0068176
180,180,0.007864
100,100,0.01224
300,300,0.011003
255,237,0.0093227
70,70,0.01446
180,180,0.0017757
100,100,0.0087836
300,300,0.013699
211,277,0.011384
70,70,0.0084348
180,180,0.0055492
100,100,0.011574
300,300,0.00012684
397,160,0.006342
70,70,0.0063102
180,180,0.003932
100,100,0.0051053
300,300,0.0029173
335,204,0.002188
70,70,0.0081811
180,180,0.0064371
100,100,0.0023782
300,300,0.0074518
237,176,0.0094178
70,70,0.012684
180,180,0.0066908
100,100,0.0079274
300,300,0.013857
277,101,0.010052
70,70,0.0036466
180,180,0.0044711
100,100,0.0014269
300,300,0.004915
160,21,0.015633
70,70,0.015379
180,180,0.0094812
100,100,0.0042174
300,300,0.012145
204,392,0.0057712
70,70,0.012208
180,180,0.0050101
100,100,0.0084348
300,300,0.013572
176,315,0.0089422
70,70,0.012303
180,180,0.0084665
100,100,0.0082128
300,300,0.014904
101,345,0.0058346
70,70,0.01132
180,180,0.0050101
100,100,0.013318
300,300,0.0089422
21,393,0.0096715
70,70,0.013413
180,180,0.0067542
100,100,0.0028856
300,300,0.0020611
392,259,0.00612
70,70,0.0091641
180,180,0.000983
100,100,0.0099886
300,300,0.0083397
315,227,0.0040271
70,70,0.0026636
180,180,0.0026002
100,100,0.013286
300,300,0.0061517
345,289,0.0093544
70,70,0.00044394
180,180,0.0067859
100,100,0.012462
300,300,0.0095446
393,138,0.015094
70,70,0.01503
180,180,0.01094
100,100,0.0090373
300,300,0.0024734
259,180,0.012177
70,70,0.0089739
180,180,0.0034247
100,100,0.013255
300,300,0.0056126
227,92,0.011098
70,70,0.003171
180,180,0.014682
100,100,0.0052955
300,300,0.00060249
289,212,0.014777
70,70,0.0092275
180,180,0.0039003
100,100,0.014904
300,300,0.0012684
138,179,0.0074835
70,70,0.01316
180,180,0.0073567
100,100,0.0022197
300,300,0.0051687
180,21,0.009069
70,70,0.0099886
180,180,0.0013001
100,100,0.01446
300,300,0.003932
92,190,0.01503
70,70,0.00044394
180,180,0.014365
100,100,0.0014904
300,300,0.0045345
212,353,0.014682
70,70,0.010369
