,Source_Location_X,,Source_Location_Y,,Source_Emission_rate
2.477121255,300,2.477121255,300,-1.829503594,0.014808
2.238046103,173,1.785329835,61,-1.858330783,0.013857
1.84509804,70,1.84509804,70,-1.869408948,0.013508
2.255272505,180,2.255272505,180,-2.659952682,0.002188
2,100,2,100,-1.88709351,0.012969
2.477121255,300,2.477121255,300,-2.896743767,0.0012684
2.356025857,227,2.463892989,291,-1.913355479,0.012208
1.84509804,70,1.84509804,70,-1.868381336,0.01354
2.255272505,180,2.255272505,180,-1.958488887,0.011003
2,100,2,100,-1.845606462,0.014269
2.477121255,300,2.477121255,300,-1.99774752,0.010052
2.356025857,227,2.57054294,372,-1.996367163,0.010084
1.84509804,70,1.84509804,70,-2.343470594,0.0045345
2.255272505,180,2.255272505,180,-2.050097925,0.0089105
2,100,2,100,-2.461376004,0.0034564
2.477121255,300,2.477121255,300,-1.869408948,0.013508
1.826074803,67,1.633468456,43,-2.378231902,0.0041857
1.84509804,70,1.84509804,70,-2.530325227,0.002949
2.255272505,180,2.255272505,180,-1.966053797,0.010813
2,100,2,100,-2.672722823,0.0021246
2.477121255,300,2.477121255,300,-1.826697158,0.014904
1.785329835,61,2.389166084,245,-1.828566099,0.01484
1.84509804,70,1.84509804,70,-1.881801432,0.013128
2.255272505,180,2.255272505,180,-1.826697158,0.014904
2,100,2,100,-2.438111872,0.0036466
2.477121255,300,2.477121255,300,-2.080503512,0.008308
2.463892989,291,1.832508913,68,-3.100869228,0.00079274
1.84509804,70,1.84509804,70,-1.999132278,0.01002
2.255272505,180,2.255272505,180,-1.83321478,0.014682
2,100,2,100,-1.88709351,0.012969
2.477121255,300,2.477121255,300,-2.337440478,0.0045979
2.57054294,372,2.326335861,212,-2.595713771,0.0025368
1.84509804,70,1.84509804,70,-3.100869228,0.00079274
2.255272505,180,2.255272505,180,-1.940095944,0.011479
2,100,2,100,-1.968591536,0.01075
2.477121255,300,2.477121255,300,-1.832298765,0.014713
1.633468456,43,2.004321374,101,-3.498803758,0.0003171
1.84509804,70,1.84509804,70,-1.921325727,0.011986
2.255272505,180,2.255272505,180,-2.000495378,0.0099886
2,100,2,100,-1.839831707,0.01446
2.477121255,300,2.477121255,300,-2.461376004,0.0034564
2.389166084,245,1.84509804,70,-1.853375911,0.014016
1.84509804,70,1.84509804,70,-1.940095944,0.011479
2.255272505,180,2.255272505,180,-2.197773762,0.006342
2,100,2,100,-4.498940738,3.17E-05
2.477121255,300,2.477121255,300,-1.886023242,0.013001
1.832508913,68,2.432969291,271,-2.629579441,0.0023465
1.84509804,70,1.84509804,70,-1.92245042,0.011955
2.255272505,180,2.255272505,180,-1.90661334,0.012399
2,100,2,100,-1.811268329,0.015443
2.477121255,300,2.477121255,300,-2.401899223,0.0039637
2.326335861,212,2.356025857,227,-2.465377466,0.0034247
1.84509804,70,1.84509804,70,-2.000495378,0.0099886
2.255272505,180,2.255272505,180,-2.273500998,0.0053272
2,100,2,100,-2.064235861,0.0086251
2.477121255,300,2.477121255,300,-1.8033265,0.015728
2.004321374,101,2.501059262,317,-2.146624283,0.0071347
1.84509804,70,1.84509804,70,-1.877620268,0.013255
2.255272505,180,2.255272505,180,-2.896743767,0.0012684
2,100,2,100,-2.097404304,0.0079909
2.477121255,300,2.477121255,300,-2.521087361,0.0030124
1.84509804,70,2.561101384,364,-2.512041907,0.0030758
1.84509804,70,1.84509804,70,-2.003260733,0.0099252
2.255272505,180,2.255272505,180,-1.996367163,0.010084
2,100,2,100,-1.843662899,0.014333
2.477121255,300,2.477121255,300,-2.294683775,0.0050736
2.432969291,271,2.498310554,315,-2.166368483,0.0068176
1.84509804,70,1.84509804,70,-1.972487308,0.010654
2.255272505,180,2.255272505,180,-1.896743767,0.012684
2,100,2,100,-2.229295232,0.005898
2.477121255,300,2.477121255,300,-2.461376004,0.0034564
2.356025857,227,2.567026366,369,-1.97118483,0.010686
1.84509804,70,1.84509804,70,-1.936516522,0.011574
2.255272505,180,2.255272505,180,-3.544561249,0.00028539
2,100,2,100,-2.113199175,0.0077055
2.477121255,300,2.477121255,300,-1.855363532,0.013952
2.501059262,317,1.954242509,90,-2.273500998,0.0053272
1.84509804,70,1.84509804,70,-2.057897653,0.0087519
2.255272505,180,2.255272505,180,-2.023136692,0.0094812
2,100,2,100,-2.018797722,0.0095764
2.477121255,300,2.477121255,300,-1.992294886,0.010179
2.561101384,364,2.53529412,343,-2.378231902,0.0041857
1.84509804,70,1.84509804,70,-2.43062609,0.00371
2.255272505,180,2.255272505,180,-2.434352853,0.0036783
2,100,2,100,-2.300153606,0.0050101
2.477121255,300,2.477121255,300,-2.69946973,0.0019977
2.498310554,315,2.591064607,390,-2.308476478,0.004915
1.84509804,70,1.84509804,70,-1.921325727,0.011986
2.255272505,180,2.255272505,180,-2.099130582,0.0079592
2,100,2,100,-2.211004852,0.0061517
2.477121255,300,2.477121255,300,-2.273500998,0.0053272
2.567026366,369,2.582063363,382,-2.061055195,0.0086885
1.84509804,70,1.84509804,70,-2.706416487,0.001966
2.255272505,180,2.255272505,180,-2.388212986,0.0040906
2,100,2,100,-2.140873717,0.0072298
2.477121255,300,2.477121255,300,-1.800711172,0.015823
1.954242509,90,1.959041392,91,-2.148558185,0.007103
1.84509804,70,1.84509804,70,-1.83321478,0.014682
2.255272505,180,2.255272505,180,-2.114989524,0.0076738
2,100,2,100,-2.122231405,0.0075469
2.477121255,300,2.477121255,300,-2.124059457,0.0075152
2.53529412,343,2.527629901,337,-2.008849268,0.0097983
1.84509804,70,1.84509804,70,-2.106110686,0.0078323
2.255272505,180,2.255272505,180,-2.12773881,0.0074518
2,100,2,100,-1.973752819,0.010623
2.477121255,300,2.477121255,300,-1.94248604,0.011416
2.591064607,390,2.588831726,388,-1.985605484,0.010337
1.84509804,70,1.84509804,70,-2.265808449,0.0054224
2.255272505,180,2.255272505,180,-2.067445066,0.0085616
2,100,2,100,-2.281323964,0.0052321
2.477121255,300,2.477121255,300,-1.996367163,0.010084
2.582063363,382,2.558708571,362,-1.860309778,0.013794
1.84509804,70,1.84509804,70,-2.057897653,0.0087519
2.255272505,180,2.255272505,180,-1.892416969,0.012811
2,100,2,100,-1.819386749,0.015157
2.477121255,300,2.477121255,300,-2.133316954,0.0073567
1.959041392,91,2.283301229,192,-2.12773881,0.0074518
1.84509804,70,1.84509804,70,-2.412446173,0.0038686
2.255272505,180,2.255272505,180,-3.544561249,0.00028539
2,100,2,100,-1.952257982,0.011162
2.477121255,300,2.477121255,300,-2.750630405,0.0017757
2.527629901,337,2.445604203,279,-1.927088684,0.011828
1.84509804,70,1.84509804,70,-2.030458291,0.0093227
2.255272505,180,2.255272505,180,-2.875560989,0.0013318
2,100,2,100,-1.92245042,0.011955
2.477121255,300,2.477121255,300,-2.374955206,0.0042174
2.588831726,388,1.380211242,24,-1.901114106,0.012557
1.84509804,70,1.84509804,70,-2.817556814,0.0015221
2.255272505,180,2.255272505,180,-2.507574887,0.0031076
2,100,2,100,-1.844633593,0.014301
2.477121255,300,2.477121255,300,-1.874518734,0.01335
2.558708571,362,1.716003344,52,-2.766420143,0.0017123
1.84509804,70,1.84509804,70,-2.142782124,0.0071981
2.255272505,180,2.255272505,180,-2.530325227,0.002949
2,100,2,100,-1.90661334,0.012399
2.477121255,300,2.477121255,300,-2.236354913,0.0058029
2.283301229,192,2.344392274,221,-1.80950022,0.015506
1.84509804,70,1.84509804,70,-1.857329022,0.013889
2.255272505,180,2.255272505,180,-2.322712499,0.0047565
2,100,2,100,-2.289290434,0.005137
2.477121255,300,2.477121255,300,-2.100869228,0.0079274
2.445604203,279,2.553883027,358,-1.891367334,0.012842
1.84509804,70,1.84509804,70,-1.912218582,0.01224
2.255272505,180,2.255272505,180,-1.929444984,0.011764
2,100,2,100,-1.831355223,0.014745
2.477121255,300,2.477121255,300,-2.378231902,0.0041857
1.380211242,24,2.340444115,219,-2.408901987,0.0039003
1.84509804,70,1.84509804,70,-2.138973658,0.0072615
2.255272505,180,2.255272505,180,-1.841758162,0.014396
2,100,2,100,-1.89350313,0.012779
2.477121255,300,2.477121255,300,-2.423255646,0.0037735
1.716003344,52,2.456366033,286,-2.273500998,0.0053272
1.84509804,70,1.84509804,70,-3.007446482,0.000983
2.255272505,180,2.255272505,180,-2.606705644,0.0024734
2,100,2,100,-2.713476168,0.0019343
2.477121255,300,2.477121255,300,-2.102609361,0.0078957
2.344392274,221,2.301029996,200,-2.584993246,0.0026002
1.84509804,70,1.84509804,70,-2.720652508,0.0019026
2.255272505,180,2.255272505,180,-2.316961972,0.0048199
2,100,2,100,-1.952257982,0.011162
2.477121255,300,2.477121255,300,-1.871439193,0.013445
2.553883027,358,2.36361198,231,-2.782805682,0.0016489
1.84509804,70,1.84509804,70,-1.873478974,0.013382
2.255272505,180,2.255272505,180,-3.498803758,0.0003171
2,100,2,100,-1.940095944,0.011479
2.477121255,300,2.477121255,300,-1.822117357,0.015062
2.340444115,219,2.195899652,157,-2.166368483,0.0068176
1.84509804,70,1.84509804,70,-1.850442208,0.014111
2.255272505,180,2.255272505,180,-2.170426084,0.0067542
2,100,2,100,-1.981590793,0.010433
2.477121255,300,2.477121255,300,-1.952257982,0.011162
2.456366033,286,2.575187845,376,-2.865344858,0.0013635
1.84509804,70,1.84509804,70,-1.839831707,0.01446
2.255272505,180,2.255272505,180,-2.434352853,0.0036783
2,100,2,100,-4.498940738,3.17E-05
2.477121255,300,2.477121255,300,-1.936516522,0.011574
2.301029996,200,2.545307116,351,-1.97637721,0.010559
1.84509804,70,1.84509804,70,-2.193453745,0.0064054
2.255272505,180,2.255272505,180,-3.799833754,0.00015855
2,100,2,100,-1.875560989,0.013318
2.477121255,300,2.477121255,300,-2.030458291,0.0093227
2.36361198,231,2.541579244,348,-3.007446482,0.000983
1.84509804,70,1.84509804,70,-2.679272273,0.0020928
2.255272505,180,2.255272505,180,-1.864326806,0.013667
2,100,2,100,-2.516541085,0.0030441
2.477121255,300,2.477121255,300,-1.816673203,0.015252
2.195899652,157,2.075546961,119,-1.838901644,0.014491
1.84509804,70,1.84509804,70,-2.051650618,0.0088787
2.255272505,180,2.255272505,180,-1.810397407,0.015474
2,100,2,100,-2.109640469,0.0077689
2.477121255,300,2.477121255,300,-1.853375911,0.014016
2.575187845,376,2.389166084,245,-1.968591536,0.01075
1.84509804,70,1.84509804,70,-1.80950022,0.015506
2.255272505,180,2.255272505,180,-1.959714201,0.010972
2,100,2,100,-1.827630623,0.014872
2.477121255,300,2.477121255,300,-2.010256599,0.0097666
2.545307116,351,2.017033339,104,-2.875560989,0.0013318
1.84509804,70,1.84509804,70,-1.81216918,0.015411
2.255272505,180,2.255272505,180,-2.405386491,0.003932
2,100,2,100,-2.758453519,0.001744
2.477121255,300,2.477121255,300,-2.41601952,0.0038369
2.541579244,348,2.534026106,342,-2.635486526,0.0023148
1.84509804,70,1.84509804,70,-1.99774752,0.010052
2.255272505,180,2.255272505,180,-3.799833754,0.00015855
2,100,2,100,-2.919012953,0.001205
2.477121255,300,2.477121255,300,-2.263276904,0.0054541
2.075546961,119,1.602059991,40,-2.461376004,0.0034564
1.84509804,70,1.84509804,70,-1.94248604,0.011416
2.255272505,180,2.255272505,180,-2.026050537,0.0094178
2,100,2,100,-2.120411014,0.0075786
2.477121255,300,2.477121255,300,-2.886023242,0.0013001
2.389166084,245,2.457881897,287,-3.243531253,0.00057078
1.84509804,70,1.84509804,70,-2.774535641,0.0016806
2.255272505,180,2.255272505,180,-1.866333377,0.013604
2,100,2,100,-3.243531253,0.00057078
2.477121255,300,2.477121255,300,-2.384860406,0.0041223
2.017033339,104,2.217483944,165,-2.300153606,0.0050101
1.84509804,70,1.84509804,70,-2.051650618,0.0088787
2.255272505,180,2.255272505,180,-3.352675722,0.00044394
2,100,2,100,-2.202144101,0.0062785
2.477121255,300,2.477121255,300,-2.564314862,0.002727
2.534026106,342,2.209515015,162,-2.672722823,0.0021246
1.84509804,70,1.84509804,70,-1.968591536,0.01075
2.255272505,180,2.255272505,180,-1.84269437,0.014365
2,100,2,100,-1.97637721,0.010559
2.477121255,300,2.477121255,300,-2.559279783,0.0027588
1.602059991,40,2.264817823,184,-2.048555621,0.0089422
1.84509804,70,1.84509804,70,-2.530325227,0.002949
2.255272505,180,2.255272505,180,-2.461376004,0.0034564
2,100,2,100,-2.758453519,0.001744
2.477121255,300,2.477121255,300,-1.825794773,0.014935
2.457881897,287,2.514547753,327,-1.872474075,0.013413
1.84509804,70,1.84509804,70,-2.107871991,0.0078006
2.255272505,180,2.255272505,180,-1.878670002,0.013223
2,100,2,100,-1.924781621,0.011891
2.477121255,300,2.477121255,300,-3.419622512,0.00038052
2.217483944,165,2.334453751,216,-3.007446482,0.000983
1.84509804,70,1.84509804,70,-2.659952682,0.002188
2.255272505,180,2.255272505,180,-2.384860406,0.0041223
2,100,2,100,-1.901114106,0.012557
2.477121255,300,2.477121255,300,-2.195608382,0.0063737
2.209515015,162,2.40654018,255,-2.010256599,0.0097666
1.84509804,70,1.84509804,70,-2.750630405,0.0017757
2.255272505,180,2.255272505,180,-1.808604883,0.015538
2,100,2,100,-3.118592516,0.00076104
2.477121255,300,2.477121255,300,-1.982924904,0.010401
2.264817823,184,2.324282455,211,-2.137075922,0.0072933
1.84509804,70,1.84509804,70,-2.554317973,0.0027905
2.255272505,180,2.255272505,180,-2.075560468,0.0084031
2,100,2,100,-1.963530801,0.010876
2.477121255,300,2.477121255,300,-2.053203973,0.008847
2.514547753,327,2.598790507,397,-2.865344858,0.0013635
1.84509804,70,1.84509804,70,-2.061055195,0.0086885
2.255272505,180,2.255272505,180,-2.197773762,0.006342
2,100,2,100,-2.919012953,0.001205
2.477121255,300,2.477121255,300,-2.097404304,0.0079909
2.334453751,216,2.525044807,335,-2.208772658,0.0061834
1.84509804,70,1.84509804,70,-2.166368483,0.0068176
2.255272505,180,2.255272505,180,-2.104356495,0.007864
2,100,2,100,-1.912218582,0.01224
2.477121255,300,2.477121255,300,-1.958488887,0.011003
2.40654018,255,2.374748346,237,-2.030458291,0.0093227
1.84509804,70,1.84509804,70,-1.839831707,0.01446
2.255272505,180,2.255272505,180,-2.750630405,0.0017757
2,100,2,100,-2.05632745,0.0087836
2.477121255,300,2.477121255,300,-1.863311134,0.013699
2.324282455,211,2.442479769,277,-1.943705113,0.011384
1.84509804,70,1.84509804,70,-2.073925211,0.0084348
2.255272505,180,2.255272505,180,-2.255769622,0.0055492
2,100,2,100,-1.936516522,0.011574
2.477121255,300,2.477121255,300,-3.896743767,0.00012684
2.598790507,397,2.204119983,160,-2.197773762,0.006342
1.84509804,70,1.84509804,70,-2.199956876,0.0063102
2.255272505,180,2.255272505,180,-2.405386491,0.003932
2,100,2,100,-2.291978733,0.0051053
2.477121255,300,2.477121255,300,-2.535018908,0.0029173
2.525044807,335,2.309630167,204,-2.659952682,0.002188
1.84509804,70,1.84509804,70,-2.087188299,0.0081811
2.255272505,180,2.255272505,180,-2.191309744,0.0064371
2,100,2,100,-2.623751625,0.0023782
2.477121255,300,2.477121255,300,-2.12773881,0.0074518
2.374748346,237,2.245512668,176,-2.026050537,0.0094178
1.84509804,70,1.84509804,70,-1.896743767,0.012684
2.255272505,180,2.255272505,180,-2.174521952,0.0066908
2,100,2,100,-2.100869228,0.0079274
2.477121255,300,2.477121255,300,-1.858330783,0.013857
2.442479769,277,2.004321374,101,-1.99774752,0.010052
1.84509804,70,1.84509804,70,-2.438111872,0.0036466
2.255272505,180,2.255272505,180,-2.349585617,0.0044711
2,100,2,100,-2.845606462,0.0014269
2.477121255,300,2.477121255,300,-2.308476478,0.004915
2.204119983,160,1.322219295,21,-1.805957672,0.015633
1.84509804,70,1.84509804,70,-1.813071903,0.015379
2.255272505,180,2.255272505,180,-2.023136692,0.0094812
2,100,2,100,-2.374955206,0.0042174
2.477121255,300,2.477121255,300,-1.915602481,0.012145
2.309630167,204,2.593286067,392,-2.238733875,0.0057712
1.84509804,70,1.84509804,70,-1.913355479,0.012208
2.255272505,180,2.255272505,180,-2.300153606,0.0050101
2,100,2,100,-2.073925211,0.0084348
2.477121255,300,2.477121255,300,-1.867356149,0.013572
2.245512668,176,2.498310554,315,-2.048555621,0.0089422
1.84509804,70,1.84509804,70,-1.909988976,0.012303
2.255272505,180,2.255272505,180,-2.072296087,0.0084665
2,100,2,100,-2.085508753,0.0082128
2.477121255,300,2.477121255,300,-1.826697158,0.014904
2.004321374,101,2.537819095,345,-2.233988912,0.0058346
1.84509804,70,1.84509804,70,-1.946153573,0.01132
2.255272505,180,2.255272505,180,-2.300153606,0.0050101
2,100,2,100,-1.875560989,0.013318
2.477121255,300,2.477121255,300,-2.048555621,0.0089422
1.322219295,21,2.59439255,393,-2.014506164,0.0096715
1.84509804,70,1.84509804,70,-1.872474075,0.013413
2.255272505,180,2.255272505,180,-2.170426084,0.0067542
2,100,2,100,-2.539763871,0.0028856
2.477121255,300,2.477121255,300,-2.685900937,0.0020611
2.593286067,392,2.413299764,259,-2.213248578,0.00612
1.84509804,70,1.84509804,70,-2.03791018,0.0091641
2.255272505,180,2.255272505,180,-3.007446482,0.000983
2,100,2,100,-2.000495378,0.0099886
2.477121255,300,2.477121255,300,-2.078849572,0.0083397
2.498310554,315,2.356025857,227,-2.395007586,0.0040271
1.84509804,70,1.84509804,70,-2.574530994,0.0026636
2.255272505,180,2.255272505,180,-2.584993246,0.0026002
2,100,2,100,-1.876605752,0.013286
2.477121255,300,2.477121255,300,-2.211004852,0.0061517
2.537819095,345,2.460897843,289,-2.028984063,0.0093544
1.84509804,70,1.84509804,70,-3.352675722,0.00044394
2.255272505,180,2.255272505,180,-2.168392545,0.0067859
2,100,2,100,-1.904412253,0.012462
2.477121255,300,2.477121255,300,-2.020242268,0.0095446
2.59439255,393,2.139879086,138,-1.821195654,0.015094
1.84509804,70,1.84509804,70,-1.823041019,0.01503
2.255272505,180,2.255272505,180,-1.960982678,0.01094
2,100,2,100,-2.043961301,0.0090373
2.477121255,300,2.477121255,300,-2.606705644,0.0024734
2.413299764,259,2.255272505,180,-1.914459694,0.012177
1.84509804,70,1.84509804,70,-2.047018774,0.0089739
2.255272505,180,2.255272505,180,-2.465377466,0.0034247
2,100,2,100,-1.877620268,0.013255
2.477121255,300,2.477121255,300,-2.250835908,0.0056126
2.356025857,227,1.963787827,92,-1.95475528,0.011098
1.84509804,70,1.84509804,70,-2.498803758,0.003171
2.255272505,180,2.255272505,180,-1.83321478,0.014682
2,100,2,100,-2.276093028,0.0052955
2.477121255,300,2.477121255,300,-3.220050157,0.00060249
2.460897843,289,2.326335861,212,-1.830413727,0.014777
1.84509804,70,1.84509804,70,-2.034915946,0.0092275
2.255272505,180,2.255272505,180,-2.408901987,0.0039003
2,100,2,100,-1.826697158,0.014904
2.477121255,300,2.477121255,300,-2.896743767,0.0012684
2.139879086,138,2.252853031,179,-2.125895237,0.0074835
1.84509804,70,1.84509804,70,-1.880744111,0.01316
2.255272505,180,2.255272505,180,-2.133316954,0.0073567
2,100,2,100,-2.653705718,0.0022197
2.477121255,300,2.477121255,300,-2.286618674,0.0051687
2.255272505,180,1.322219295,21,-2.042440598,0.009069
1.84509804,70,1.84509804,70,-2.000495378,0.0099886
2.255272505,180,2.255272505,180,-2.886023242,0.0013001
2,100,2,100,-1.839831707,0.01446
2.477121255,300,2.477121255,300,-2.405386491,0.003932
1.963787827,92,2.278753601,190,-1.823041019,0.01503
1.84509804,70,1.84509804,70,-3.352675722,0.00044394
2.255272505,180,2.255272505,180,-1.84269437,0.014365
2,100,2,100,-2.826697158,0.0014904
2.477121255,300,2.477121255,300,-2.343470594,0.0045345
2.326335861,212,2.547774705,353,-1.83321478,0.014682
1.84509804,70,1.84509804,70,-1.984263126,0.010369
2.255272505,180,2.255272505,180,-2.875560989,0.0013318
2,100,2,100,-1.8033265,0.015728
2.477121255,300,2.477121255,300,-2.441903712,0.0036149
2.252853031,179,2.409933123,257,-2.742921694,0.0018075
1.84509804,70,1.84509804,70,-2.048555621,0.0089422
2.255272505,180,2.255272505,180,-2.490206272,0.0032344
2,100,2,100,-2.349585617,0.0044711
2.477121255,300,2.477121255,300,-3.083835678,0.00082445
1.322219295,21,2.181843588,152,-1.94981365,0.011225
1.84509804,70,1.84509804,70,-2.100869228,0.0079274
2.255272505,180,2.255272505,180,-2.104356495,0.007864
2,100,2,100,-2.653705718,0.0022197
2.477121255,300,2.477121255,300,-2.027514823,0.0093861
2.278753601,190,2.506505032,321,-2.294683775,0.0050736
1.84509804,70,1.84509804,70,-1.806847563,0.015601
2.255272505,180,2.255272505,180,-2.331492945,0.0046613
2,100,2,100,-1.917897116,0.012081
2.477121255,300,2.477121255,300,-1.853375911,0.014016
2.547774705,353,2.5774918,378,-1.907735639,0.012367
1.84509804,70,1.84509804,70,-1.975063032,0.010591
2.255272505,180,2.255272505,180,-2.114989524,0.0076738
2,100,2,100,-1.895649481,0.012716
2.477121255,300,2.477121255,300,-2.453482013,0.0035198
2.409933123,257,2.409933123,257,-2.166368483,0.0068176
1.84509804,70,1.84509804,70,-2.521087361,0.0030124
2.255272505,180,2.255272505,180,-3.799833754,0.00015855
2,100,2,100,-2.059473554,0.0087202
2.477121255,300,2.477121255,300,-1.867356149,0.013572
2.181843588,152,2.004321374,101,-2.297405772,0.0050419
1.84509804,70,1.84509804,70,-2.248389911,0.0056443
2.255272505,180,2.255272505,180,-2.208772658,0.0061834
2,100,2,100,-1.957227663,0.011035
2.477121255,300,2.477121255,300,-1.838901644,0.014491
2.506505032,321,1.633468456,43,-1.916748283,0.012113
1.84509804,70,1.84509804,70,-2.50316718,0.0031393
2.255272505,180,2.255272505,180,-1.94981365,0.011225
2,100,2,100,-2.308476478,0.004915
2.477121255,300,2.477121255,300,-1.95475528,0.011098
2.5774918,378,2.505149978,320,-2.653705718,0.0022197
1.84509804,70,1.84509804,70,-2.331492945,0.0046613
2.255272505,180,2.255272505,180,-2.270916243,0.005359
2,100,2,100,-3.544561249,0.00028539
2.477121255,300,2.477121255,300,-1.943705113,0.011384
2.409933123,257,2.214843848,164,-2.774535641,0.0016806
1.84509804,70,1.84509804,70,-1.966053797,0.010813
2.255272505,180,2.255272505,180,-2.94248604,0.0011416
2,100,2,100,-2.477620981,0.0033295
2.477121255,300,2.477121255,300,-2.845606462,0.0014269
2.004321374,101,2.269512944,186,-2.042440598,0.009069
1.84509804,70,1.84509804,70,-1.828566099,0.01484
2.255272505,180,2.255272505,180,-1.902222265,0.012525
2,100,2,100,-1.95597009,0.011067
2.477121255,300,2.477121255,300,-2.215503956,0.0060883
1.633468456,43,2.36361198,231,-2.286618674,0.0051687
1.84509804,70,1.84509804,70,-1.923614456,0.011923
2.255272505,180,2.255272505,180,-1.827630623,0.014872
2,100,2,100,-1.938886946,0.011511
2.477121255,300,2.477121255,300,-3.322712499,0.00047565
2.505149978,320,2.278753601,190,-1.819386749,0.015157
1.84509804,70,1.84509804,70,-3.118592516,0.00076104
2.255272505,180,2.255272505,180,-1.93296636,0.011669
2,100,2,100,-2.095684861,0.0080226
2.477121255,300,2.477121255,300,-1.966053797,0.010813
2.214843848,164,2.130333768,135,-1.854368585,0.013984
1.84509804,70,1.84509804,70,-1.934158966,0.011637
2.255272505,180,2.255272505,180,-2.12773881,0.0074518
2,100,2,100,-2.054762903,0.0088153
2.477121255,300,2.477121255,300,-1.93296636,0.011669
2.269512944,186,2.320146286,209,-1.977654124,0.010528
1.84509804,70,1.84509804,70,-2.065834972,0.0085934
2.255272505,180,2.255272505,180,-1.8033265,0.015728
2,100,2,100,-2.087188299,0.0081811
2.477121255,300,2.477121255,300,-2.408901987,0.0039003
2.36361198,231,2.495544338,313,-1.823937695,0.014999
1.84509804,70,1.84509804,70,-1.813948209,0.015348
2.255272505,180,2.255272505,180,-1.964770444,0.010845
2,100,2,100,-2.574530994,0.0026636
2.477121255,300,2.477121255,300,-2.107871991,0.0078006
2.278753601,190,2.403120521,253,-2.302910212,0.0049784
1.84509804,70,1.84509804,70,-2.206551879,0.0062151
2.255272505,180,2.255272505,180,-2.014506164,0.0096715
2,100,2,100,-2.289290434,0.005137
2.477121255,300,2.477121255,300,-2.530325227,0.002949
2.130333768,135,1.880813592,76,-2.554317973,0.0027905
1.84509804,70,1.84509804,70,-1.848507572,0.014174
2.255272505,180,2.255272505,180,-2.258257658,0.0055175
2,100,2,100,-2.574530994,0.0026636
2.477121255,300,2.477121255,300,-1.905528871,0.01243
2.320146286,209,2.303196057,201,-2.180745691,0.0065956
1.84509804,70,1.84509804,70,-3.220050157,0.00060249
2.255272505,180,2.255272505,180,-1.878670002,0.013223
2,100,2,100,-2.213248578,0.00612
2.477121255,300,2.477121255,300,-2.521087361,0.0030124
2.495544338,313,2.495544338,313,-2.328549446,0.004693
1.84509804,70,1.84509804,70,-2.601174933,0.0025051
2.255272505,180,2.255272505,180,-1.873478974,0.013382
2,100,2,100,-1.843662899,0.014333
2.477121255,300,2.477121255,300,-2.116787284,0.0076421
2.403120521,253,1.86332286,73,-1.80421101,0.015696
1.84509804,70,1.84509804,70,-2.206551879,0.0062151
2.255272505,180,2.255272505,180,-1.825794773,0.014935
2,100,2,100,-2.263276904,0.0054541
2.477121255,300,2.477121255,300,-2.107871991,0.0078006
1.880813592,76,2.103803721,127,-2.297405772,0.0050419
1.84509804,70,1.84509804,70,-3.268354837,0.00053907
2.255272505,180,2.255272505,180,-2.791236267,0.0016172
2,100,2,100,-1.849458459,0.014143
2.477121255,300,2.477121255,300,-2.521087361,0.0030124
2.303196057,201,2.584331224,384,-1.813948209,0.015348
1.84509804,70,1.84509804,70,-2.735371042,0.0018392
2.255272505,180,2.255272505,180,-2.05632745,0.0087836
2,100,2,100,-2.202144101,0.0062785
2.477121255,300,2.477121255,300,-1.958488887,0.011003
2.495544338,313,1.361727836,23,-2.94248604,0.0011416
1.84509804,70,1.84509804,70,-2.412446173,0.0038686
2.255272505,180,2.255272505,180,-1.88709351,0.012969
2,100,2,100,-2.270916243,0.005359
2.477121255,300,2.477121255,300,-1.928265236,0.011796
1.86332286,73,2.397940009,250,-1.948577334,0.011257
1.84509804,70,1.84509804,70,-3.294683775,0.00050736
2.255272505,180,2.255272505,180,-2.075560468,0.0084031
2,100,2,100,-2.250835908,0.0056126
2.477121255,300,2.477121255,300,-2.328549446,0.004693
2.103803721,127,2.326335861,212,-2.426919429,0.0037418
1.84509804,70,1.84509804,70,-2.808604883,0.0015538
2.255272505,180,2.255272505,180,-2.516541085,0.0030441
2,100,2,100,-2.156381077,0.0069762
2.477121255,300,2.477121255,300,-2.629579441,0.0023465
2.584331224,384,2.359835482,229,-2.384860406,0.0041223
1.84509804,70,1.84509804,70,-1.980302269,0.010464
2.255272505,180,2.255272505,180,-2.391591648,0.0040589
2,100,2,100,-1.927088684,0.011828
2.477121255,300,2.477121255,300,-2.368475062,0.0042808
1.361727836,23,2.146128036,140,-2.017362485,0.0096081
1.84509804,70,1.84509804,70,-2.007446482,0.00983
2.255272505,180,2.255272505,180,-2.289290434,0.005137
2,100,2,100,-2.331492945,0.0046613
2.477121255,300,2.477121255,300,-2.720652508,0.0019026
2.397940009,250,2.369215857,234,-2.1314496,0.0073884
1.84509804,70,1.84509804,70,-1.818470818,0.015189
2.255272505,180,2.255272505,180,-2.208772658,0.0061834
2,100,2,100,-2.365270892,0.0043125
2.477121255,300,2.477121255,300,-2.010256599,0.0097666
2.326335861,212,1.977723605,95,-1.813948209,0.015348
1.84509804,70,1.84509804,70,-1.881801432,0.013128
2.255272505,180,2.255272505,180,-1.931777021,0.011701
2,100,2,100,-1.813071903,0.015379
2.477121255,300,2.477121255,300,-1.83698779,0.014555
2.359835482,229,2.495544338,313,-1.981590793,0.010433
1.84509804,70,1.84509804,70,-1.953504836,0.01113
