Receptor_measurement1,Receptor1_Log,Receptor_measurement2,Receptor2_Log,Receptor_measurement3,Receptor_measurement4,Receptor4_Log,Receptor_measurement5,Wind_speed,Wind_speed_reci,Source_Location_X,Source_Location_Y,Source_Emission_rate
0.0035079,-4.909905591,0.0010974,-5.919270088,0.0074707,0.00058778,-6.46E+00,2.03E-06,16,0.0625,70,70,0.012367
1.02E-06,-11.98279966,2.51E-05,-9.200652557,2.01E-13,3.23E-05,-8.98E+00,3.22E-06,20,0.05,180,180,0.00072933
0.50338,-0.596208087,0.23495,-1.258049101,4.3488,0.14752,-1.66E+00,0.0012001,1,1,100,100,0.0099886
1.40E-20,-39.70774393,3.91E-05,-8.815646485,0,0.00058193,-6.47E+00,0.0039026,9,0.111111111,300,300,0.0075786
6.13E-09,-16.42507905,0.0012568,-5.801467656,0,0.0029503,-5.06E+00,0.00053836,6,0.166666667,286,211,0.0059614
0.00031719,-6.997361026,9.92E-05,-8.006976656,0.00067553,5.32E-05,-8.55E+00,1.84E-07,14,0.071428571,70,70,0.00085616
0.0006211,-6.413676942,0.015216,-3.635399001,1.22E-10,0.019575,-3.42E+00,0.0019567,3,0.333333333,180,180,0.0099569
0.0018358,-5.472349269,0.00085684,-6.134200535,0.01586,0.000538,-6.54E+00,4.38E-06,17,0.058823529,100,100,0.010528
6.53E-21,-40.37017364,1.83E-05,-9.475097821,0,0.0002721,-7.13E+00,0.0018248,18,0.055555556,300,300,0.014174
9.21E-10,-18.07148074,3.51E-05,-8.909385767,1.46E-22,0.0002174,-7.33E+00,0.0012939,17,0.058823529,90,315,0.011891
0.024049,-3.237805955,0.0075238,-4.247125515,0.051218,0.0040298,-4.79E+00,1.39E-05,6,0.166666667,70,70,0.011923
9.97E-06,-10.00260968,0.00024423,-7.224401981,1.96E-12,0.0003142,-7.01E+00,3.14E-05,5,0.2,180,180,0.00044394
0.0042811,-4.736889255,0.0019982,-5.398722091,0.036986,0.0012546,-5.80E+00,1.02E-05,9,0.111111111,100,100,0.006881
5.55E-19,-36.51141403,0.0015529,-5.61771302,0,0.023125,-3.27E+00,0.15508,2,0.5,300,300,0.014872
0.0077088,-4.226026443,0.0025827,-5.175852075,0.018238,0.0014281,-5.69E+00,8.05E-06,10,0.1,38,72,0.011986
0.00025584,-7.184063107,8.00E-05,-8.193820026,0.00054487,4.29E-05,-8.74E+00,1.48E-07,12,0.083333333,70,70,0.00050736
0.00015295,-7.630901037,0.0037471,-4.852609433,3.01E-11,0.0048206,-4.63E+00,0.00048187,7,0.142857143,180,180,0.01335
0.00077404,-6.222473191,0.00036128,-6.88431216,0.0066871,0.00022684,-7.29E+00,1.85E-06,16,0.0625,100,100,0.003932
9.71E-21,-40.02556154,2.72E-05,-9.130862192,0,0.00040497,-6.79E+00,0.0027158,15,0.066666667,300,300,0.01465
4.88E-05,-8.623160356,0.00014986,-7.648628543,2.29E-05,0.0001415,-7.70E+00,5.77E-06,18,0.055555556,150,152,0.0026002
0.00013492,-7.739847335,4.22E-05,-8.749375098,0.00028734,2.26E-05,-9.29E+00,7.82E-08,16,0.0625,70,70,0.00047565
1.30E-05,-9.772113295,0.00031837,-6.994135725,2.56E-12,0.00040958,-6.78E+00,4.09E-05,10,0.1,180,180,0.0023148
0.0027138,-5.132844324,0.0012666,-5.794721033,0.023445,0.00079532,-6.20E+00,6.47E-06,13,0.076923077,100,100,0.0091007
5.44E-21,-40.5288022,1.52E-05,-9.636312824,0,0.00022681,-7.29E+00,0.001521,10,0.1,300,300,0.0036466
3.92E-07,-12.81342787,0.0080624,-4.187071318,3.90E-73,0.024125,-3.24E+00,0.01976,1,1,211,239,0.0018392
0.0048906,-4.621275713,0.00153,-5.630617138,0.010416,0.00081948,-6.17E+00,2.84E-06,11,0.090909091,70,70,0.0081494
3.29E-05,-8.965608204,0.00080515,-6.188246405,6.46E-12,0.0010358,-5.97E+00,0.00010354,13,0.076923077,180,180,0.0098935
0.001381,-5.719612643,0.00064457,-6.381459823,0.011931,0.00040472,-6.79E+00,3.29E-06,9,0.111111111,100,100,0.0022197
2.98E-20,-39.05156747,8.35E-05,-8.156627049,0,0.0012436,-5.81E+00,0.00834,6,0.166666667,300,300,0.0071981
3.41E-05,-8.934491242,0.0027137,-5.132876331,0,0.002487,-5.21E+00,6.89E-06,9,0.111111111,315,145,0.0087519
0.74604,-0.254475773,0.2334,-1.263798297,1.5889,0.12501,-1.81E+00,0.00043255,1,1,70,70,0.010274
2.45E-05,-9.221667831,0.00060042,-6.4430897,4.82E-12,0.00077244,-6.22E+00,7.72E-05,19,0.052631579,180,180,0.01576
0.0811,-2.181958292,0.037852,-2.843822337,0.70064,0.023767,-3.25E+00,0.00019336,2,0.5,100,100,0.0064371
9.64E-20,-38.03184593,0.00026985,-7.137755155,0,0.0040184,-4.79E+00,0.026949,4,0.25,300,300,0.010337
4.64E-05,-8.666964039,0.0019819,-5.405836525,1.54E-07,0.0037411,-4.85E+00,0.0027035,4,0.25,72,226,0.0047882
0.038633,-2.826083132,0.012086,-3.83543482,0.082276,0.0064733,-4.38E+00,2.24E-05,3,0.333333333,70,70,0.0047882
1.78E-05,-9.499159995,0.00043612,-6.720787993,3.50E-12,0.00056107,-6.50E+00,5.61E-05,1,1,180,180,3.17E-05
0.0029029,-5.074335849,0.0013549,-5.736185514,0.025079,0.00085074,-6.14E+00,6.92E-06,13,0.076923077,100,100,0.0097349
1.32E-20,-39.75885214,3.69E-05,-8.865947268,0,0.00054966,-6.52E+00,0.0036862,13,0.076923077,300,300,0.014935
1.00E-05,-10,0.013772,-3.722005972,1.65E-19,0.037357,-2.86E+00,0.038814,2,0.5,152,243,0.012462
0.0039396,-4.809095742,0.0012325,-5.818426144,0.0083902,0.00066013,-6.36E+00,2.28E-06,16,0.0625,70,70,0.013889
5.41E-05,-8.53360547,0.0013258,-5.755043971,1.06E-11,0.0017057,-5.54E+00,0.0001705,5,0.2,180,180,0.0024099
0.0031087,-5.014842374,0.0014509,-5.676725039,0.026856,0.00091103,-6.08E+00,7.41E-06,16,0.0625,100,100,0.015791
2.29E-19,-37.28032904,0.00064013,-6.387463638,0,0.0095325,-4.04E+00,0.063928,3,0.333333333,300,300,0.013794
4.16E-07,-12.76181334,0.0010013,-5.998871568,4.16E-224,0.0019564,-5.42E+00,0.00038999,8,0.125,239,206,0.0072615
0.0025095,-5.2008256,0.00078508,-6.210172172,0.0053444,0.00042049,-6.75E+00,1.46E-06,16,0.0625,70,70,0.008847
2.20E-05,-9.315154638,0.00053834,-6.5378867,4.32E-12,0.00069257,-6.32E+00,6.92E-05,8,0.125,180,180,0.0025051
0.044034,-2.712423724,0.020553,-3.374249556,0.38042,0.012905,-3.78E+00,0.00010499,3,0.333333333,100,100,0.007864
2.36E-20,-39.25417599,6.60E-05,-8.360912129,0,0.00098218,-6.02E+00,0.0065868,10,0.1,300,300,0.015791
0.0010855,-5.928740344,0.0020523,-5.37551831,0.0025163,0.0017655,-5.51E+00,5.00E-05,10,0.1,145,142,0.010115
0.0025095,-5.2008256,0.00078508,-6.210172172,0.0053444,0.00042049,-6.75E+00,1.46E-06,16,0.0625,70,70,0.008847
2.27E-05,-9.287948286,0.00055727,-6.507868672,4.47E-12,0.00071692,-6.29E+00,7.17E-05,18,0.055555556,180,180,0.013128
0.060725,-2.433264953,0.028343,-3.095108366,0.52462,0.017796,-3.50E+00,0.00014478,1,1,100,100,0.001205
2.69E-20,-39.14049544,7.54E-05,-8.245257308,0,0.001123,-5.90E+00,0.007531,7,0.142857143,300,300,0.008847
0.04135,-2.767048972,0.0081552,-4.177130768,1.00E-43,0.0030143,-5.04E+00,2.66E-08,6,0.166666667,226,24,0.012177
0.017142,-3.531877018,0.0053627,-4.541232995,0.036507,0.0028723,-5.08E+00,9.94E-06,6,0.166666667,70,70,0.0084982
8.81E-05,-8.110048183,0.0021591,-5.331454485,1.73E-11,0.0027776,-5.11E+00,0.00027765,9,0.111111111,180,180,0.012716
0.0024657,-5.21611953,0.0011508,-5.878000294,0.021302,0.00072261,-6.28E+00,5.88E-06,16,0.0625,100,100,0.012525
4.09E-20,-38.77655338,0.0001146,-7.881630765,0,0.0017066,-5.54E+00,0.011445,7,0.142857143,300,300,0.013445
5.23E-16,-30.56299662,1.19E-05,-9.848906077,0,0.00013653,-7.73E+00,0.00094994,19,0.052631579,243,306,0.0085299
0.73453,-0.267980924,0.22979,-1.27733775,1.5643,0.12308,-1.82E+00,0.00042588,1,1,70,70,0.010115
0.0070675,-4.301468366,0.17314,-1.523205174,1.39E-09,0.22275,-1.30E+00,0.022266,1,1,180,180,0.012589
0.00097023,-6.026250602,0.00045284,-6.688110437,0.008382,0.00028434,-7.09E+00,2.31E-06,14,0.071428571,100,100,0.0037735
6.78E-21,-40.33754061,1.90E-05,-9.442492798,0,0.00028274,-7.10E+00,0.0018961,16,0.0625,300,300,0.011637
3.27E-05,-8.970904495,0.00077003,-6.226984709,1.36E-17,0.00091262,-6.08E+00,5.03E-05,10,0.1,206,171,0.0048516
0.00095038,-6.044205423,0.00029732,-7.053551752,0.002024,0.00015925,-7.60E+00,5.51E-07,19,0.052631579,70,70,0.0047248
3.82E-06,-10.83587327,9.37E-05,-8.056520818,7.52E-13,0.00012054,-7.84E+00,1.20E-05,16,0.0625,180,180,0.001744
0.00099877,-6.001069022,0.00046616,-6.66292999,0.0086286,0.0002927,-7.07E+00,2.38E-06,20,0.05,100,100,0.0079274
5.12E-21,-40.58146008,1.43E-05,-9.689327925,0,0.00021332,-7.34E+00,0.0014306,7,0.142857143,300,300,0.0016806
3.93E-07,-12.8112149,0.00013922,-7.712596741,2.53E-16,0.0003151,-7.00E+00,0.00023014,20,0.05,142,231,0.0096715
0.020468,-3.377849183,0.0064032,-4.387205866,0.04359,0.0034296,-4.93E+00,1.19E-05,6,0.166666667,70,70,0.010147
3.45E-05,-8.92436181,0.00084533,-6.145947436,6.79E-12,0.0010875,-5.93E+00,0.00010871,9,0.111111111,180,180,0.0049784
0.0052873,-4.553532094,0.0024678,-5.21538008,0.045678,0.0015495,-5.62E+00,1.26E-05,9,0.111111111,100,100,0.0084982
3.84E-20,-38.83133755,0.00010761,-7.936294737,0,0.0016024,-5.59E+00,0.010747,4,0.25,300,300,0.0041223
3.66E-05,-8.873037829,0.012765,-3.787958362,5.41E-09,0.041938,-2.75E+00,0.11852,1,1,24,283,0.0055175
0.0015059,-5.644407733,0.0004711,-6.653773792,0.003207,0.00025232,-7.20E+00,8.73E-07,17,0.058823529,70,70,0.0059932
7.53E-06,-10.24641005,0.00018441,-7.468431064,1.48E-12,0.00023724,-7.25E+00,2.37E-05,18,0.055555556,180,180,0.0043442
0.0031696,-4.997991084,0.0014794,-5.659828771,0.027383,0.0009289,-6.06E+00,7.56E-06,11,0.090909091,100,100,0.0076104
2.92E-23,-45.0692343,8.18E-08,-14.17449339,0,1.22E-06,-1.18E+01,8.16E-06,18,0.055555556,300,300,6.34E-05
7.04E-06,-10.30485468,7.47E-05,-8.253358796,0,5.75E-05,-8.48E+00,7.59E-08,7,0.142857143,306,131,0.00012684
0.0067941,-4.33573613,0.0021255,-5.345077781,0.014469,0.0011384,-5.89E+00,3.94E-06,9,0.111111111,70,70,0.0075786
2.44E-05,-9.225220347,0.000597,-6.448051338,4.79E-12,0.00076804,-6.23E+00,7.68E-05,15,0.066666667,180,180,0.0097666
0.0044158,-4.70998121,0.002061,-5.371844016,0.038149,0.0012941,-5.78E+00,1.05E-05,13,0.076923077,100,100,0.014808
5.79E-20,-38.47464287,0.00016211,-7.580380388,0,0.002414,-5.23E+00,0.016189,5,0.2,300,300,0.0097032
5.40E-07,-12.53521248,7.04E-05,-8.304854682,1.67E-17,0.00012233,-7.82E+00,3.50E-05,20,0.05,171,206,0.0031076
0.0034579,-4.922375141,0.0010818,-5.931706046,0.0073643,0.00057941,-6.47E+00,2.00E-06,17,0.058823529,70,70,0.013762
0.00021066,-7.35283584,0.0051608,-4.574565942,4.14E-11,0.0066393,-4.36E+00,0.00066367,6,0.166666667,180,180,0.013508
0.0045771,-4.678819198,0.0021363,-5.340675519,0.039542,0.0013414,-5.74E+00,1.09E-05,9,0.111111111,100,100,0.0073567
1.66E-21,-41.55978382,4.64E-06,-10.66696404,0,6.90E-05,-8.32E+00,0.00046293,20,0.05,300,300,0.0044394
0.00048017,-6.637209954,0.00066152,-6.358914042,6.87E-06,0.00046494,-6.67E+00,1.52E-06,20,0.05,231,121,0.0097032
0.0083815,-4.153356501,0.0026221,-5.162701499,0.01785,0.0014044,-5.71E+00,4.86E-06,10,0.1,70,70,0.011542
3.67E-05,-8.870667871,0.00089938,-6.092113549,7.22E-12,0.0011571,-5.87E+00,0.00011566,15,0.066666667,180,180,0.014713
0.0041133,-4.771619229,0.0019198,-5.433488025,0.035535,0.0012054,-5.84E+00,9.81E-06,13,0.076923077,100,100,0.013794
1.48E-18,-35.65947657,0.0041454,-4.764867114,0,0.061731,-2.42E+00,0.41399,1,1,300,300,0.0099252
4.11E-21,-40.77231636,8.17E-05,-8.175555887,0,0.0019209,-5.43E+00,0.025632,5,0.2,283,325,0.012018
0.86578,-0.125184902,0.27086,-1.134510252,1.8439,0.14507,-1.68E+00,0.00050198,1,1,70,70,0.011923
0.00058945,-6.459106056,0.014441,-3.680805464,1.16E-10,0.018578,-3.46E+00,0.001857,3,0.333333333,180,180,0.0094495
0.00097872,-6.018683074,0.00045681,-6.680528795,0.0084554,0.00028683,-7.08E+00,2.33E-06,17,0.058823529,100,100,0.0056126
5.47E-20,-38.52402535,0.0001531,-7.630049619,0,0.0022799,-5.28E+00,0.01529,5,0.2,300,300,0.0091641
4.29E-05,-8.735085416,0.0016097,-5.586510112,4.72E-09,0.0025521,-5.19E+00,0.00077959,6,0.166666667,131,203,0.0060566
0.060123,-2.441918714,0.018809,-3.451268587,0.12805,0.010074,-3.99E+00,3.49E-05,3,0.333333333,70,70,0.0074518
0.00018915,-7.446387309,0.0046338,-4.66812543,3.72E-11,0.0059614,-4.45E+00,0.0005959,4,0.25,180,180,0.0053907
0.015361,-3.627161022,0.0071694,-4.289034377,0.1327,0.0045016,-4.69E+00,3.66E-05,7,0.142857143,100,100,0.014935
1.15E-21,-41.87860432,3.22E-06,-10.98428826,0,4.79E-05,-8.64E+00,0.00032148,12,0.083333333,300,300,0.0011098
3.21E-20,-38.98698994,6.20E-07,-12.41521662,2.74E-242,2.35E-05,-9.26E+00,0.00062952,19,0.052631579,206,375,0.0052321
0.018144,-3.482533926,0.0056764,-4.491854017,0.038642,0.0030403,-5.03E+00,1.05E-05,5,0.2,70,70,0.0062468
0.00018443,-7.468336867,0.0045182,-4.690069098,3.63E-11,0.0058127,-4.47E+00,0.00058104,5,0.2,180,180,0.0082128
0.0064118,-4.386040066,0.0029927,-5.047873633,0.055393,0.0018791,-5.45E+00,1.53E-05,9,0.111111111,100,100,0.010306
6.52E-20,-38.37150481,0.00018247,-7.477617056,0,0.0027173,-5.13E+00,0.018223,3,0.333333333,300,300,0.003932
0.0016094,-5.586672006,0.0025997,-5.170153532,0.0061496,0.0022332,-5.30E+00,7.92E-05,10,0.1,121,142,0.013255
0.0071921,-4.286288565,0.00225,-5.295634964,0.015317,0.0012051,-5.84E+00,4.17E-06,9,0.111111111,70,70,0.0080226
6.84E-05,-8.329887797,0.001676,-5.551451971,1.35E-11,0.0021562,-5.33E+00,0.00021553,11,0.090909091,180,180,0.014745
0.0019531,-5.41855104,0.00091161,-6.080381839,0.016874,0.00057239,-6.48E+00,4.66E-06,15,0.066666667,100,100,0.0087202
6.80E-21,-40.33498217,1.90E-05,-9.442492798,0,0.00028351,-7.09E+00,0.0019013,12,0.083333333,300,300,0.0065639
8.48E-44,-86.1432083,2.94E-07,-13.06330534,0,7.02E-05,-8.31E+00,0.0047366,9,0.111111111,325,390,0.0075152
0.043238,-2.728268806,0.013527,-3.73759702,0.092084,0.007245,-4.28E+00,2.51E-05,3,0.333333333,70,70,0.005359
0.00055187,-6.516326428,0.01352,-3.738046617,1.09E-10,0.017393,-3.52E+00,0.0017386,2,0.5,180,180,0.003932
0.00039951,-6.796944691,0.00018647,-7.458782058,0.0034514,0.00011708,-7.86E+00,9.53E-07,10,0.1,100,100,0.00079274
2.07E-20,-39.36805931,5.80E-05,-8.473144013,0,0.00086384,-6.13E+00,0.0057932,10,0.1,300,300,0.013889
6.85E-21,-40.32861886,1.69E-06,-11.54422659,2.21E-245,8.97E-05,-8.09E+00,0.003005,14,0.071428571,203,391,0.015474
1.0177,0.015239549,0.3184,-0.994053882,2.1675,0.17054,-1.54E+00,0.00059009,1,1,70,70,0.014016
7.35E-05,-8.267425322,0.0018012,-5.488876123,1.45E-11,0.0023172,-5.27E+00,0.00023163,10,0.1,180,180,0.013096
0.0036435,-4.876962452,0.0017006,-5.538795651,0.031477,0.0010678,-5.94E+00,8.69E-06,10,0.1,100,100,0.0072298
5.47E-20,-38.52402535,0.0001531,-7.630049619,0,0.0022799,-5.28E+00,0.01529,5,0.2,300,300,0.0091641
5.31E-24,-46.54981096,0.00023103,-7.272663244,0,0.001405,-5.70E+00,0.0006692,10,0.1,375,241,0.0093861
0.012906,-3.778416678,0.0040376,-4.787753417,0.027486,0.0021625,-5.33E+00,7.48E-06,9,0.111111111,70,70,0.014396
1.15E-05,-9.878604319,0.0002827,-7.097348383,2.27E-12,0.00036369,-6.88E+00,3.64E-05,19,0.052631579,180,180,0.0074201
0.0043946,-4.714161297,0.0020511,-5.376026331,0.037966,0.0012879,-5.78E+00,1.05E-05,4,0.25,100,100,0.0013952
2.74E-21,-41.12449887,7.68E-06,-10.22927756,0,0.00011439,-7.88E+00,0.00076714,10,0.1,300,300,0.0018392
1.01E-09,-17.99135725,0.00032285,-6.981998419,3.22E-35,0.0021284,-5.34E+00,0.011445,5,0.2,142,305,0.008847
0.038137,-2.837306946,0.011931,-3.846646309,0.08122,0.0063903,-4.39E+00,2.21E-05,4,0.25,70,70,0.0084031
0.00023143,-7.271160689,0.0056696,-4.49289516,4.55E-11,0.0072939,-4.27E+00,0.0007291,1,1,180,180,0.00041223
0.001672,-5.553527454,0.00078039,-6.215376609,0.014445,0.00049,-6.62E+00,3.99E-06,18,0.055555556,100,100,0.01075
1.26E-22,-43.79925891,3.53E-07,-12.90445059,0,5.26E-06,-1.06E+01,3.53E-05,15,0.066666667,300,300,0.00019026
2.24E-05,-9.299503963,0.020037,-3.396334604,0,0.014335,-3.69E+00,9.52E-07,5,0.2,390,126,0.014079
1.0477,0.040473888,0.32776,-0.968888098,2.2313,0.17555,-1.51E+00,0.00060745,1,1,70,70,0.014428
2.57E-05,-9.180133753,0.00063033,-6.400864045,5.06E-12,0.00081092,-6.18E+00,8.11E-05,16,0.0625,180,180,0.011733
0.0047386,-4.6486999,0.0022117,-5.310547564,0.040938,0.0013887,-5.71E+00,1.13E-05,12,0.083333333,100,100,0.01354
1.26E-20,-39.79925891,3.54E-05,-8.901993476,0,0.0005273,-6.56E+00,0.0035363,12,0.083333333,300,300,0.012208
1.91E-47,-93.43793327,4.14E-06,-10.76599932,0,0.00012686,-7.79E+00,0.00091169,19,0.052631579,391,296,0.0072615
0.06652,-2.354095519,0.02081,-3.36345584,0.14167,0.011146,-3.91E+00,3.86E-05,3,0.333333333,70,70,0.0082445
0.00013672,-7.728335901,0.0033494,-4.950065968,2.69E-11,0.004309,-4.73E+00,0.00043073,5,0.2,180,180,0.0060883
0.18217,-1.479046283,0.085028,-2.140876072,1.5738,0.053389,-2.55E+00,0.00043434,2,0.5,100,100,0.01446
2.94E-20,-39.06330534,8.24E-05,-8.168145577,0,0.0012276,-5.82E+00,0.0082328,7,0.142857143,300,300,0.0096715
2.01E-18,-35.39360789,0.0001646,-7.567140338,0,0.0045147,-4.69E+00,0.084978,1,1,241,347,0.0016489
0.044037,-2.71236455,0.013777,-3.721690683,0.093786,0.0073789,-4.26E+00,2.55E-05,4,0.25,70,70,0.0097032
8.90E-05,-8.101219987,0.0021806,-5.322847985,1.75E-11,0.0028054,-5.10E+00,0.00028042,1,1,180,180,0.00015855
0.03711,-2.861018091,0.017321,-3.522854077,0.3206,0.010875,-3.93E+00,8.85E-05,3,0.333333333,100,100,0.0066273
3.47E-21,-40.91934105,9.73E-06,-10.02377432,0,0.00014487,-7.68E+00,0.00097158,18,0.055555556,300,300,0.0075469
0.016917,-3.543353301,0.0023755,-5.24848993,0,0.00096036,-6.04E+00,6.91E-09,8,0.125,305,61,0.0042808
0.001837,-5.471781687,0.00057469,-6.48113272,0.0039122,0.00030781,-7.02E+00,1.07E-06,19,0.052631579,70,70,0.0091324
2.16E-05,-9.331092498,0.00052916,-6.552825984,4.25E-12,0.00068077,-6.33E+00,6.81E-05,15,0.066666667,180,180,0.0086568
0.0013324,-5.750730752,0.0006219,-6.412558886,0.011511,0.00039048,-6.82E+00,3.18E-06,19,0.052631579,100,100,0.0095446
2.52E-20,-39.19719892,7.06E-05,-8.302390598,0,0.0010519,-5.96E+00,0.0070541,6,0.166666667,300,300,0.0060883
8.16E-11,-20.17661968,2.28E-05,-9.284130306,3.29E-32,0.00016141,-7.58E+00,0.0010211,16,0.0625,126,314,0.0077689
0.0019709,-5.410670821,0.0006166,-6.419992959,0.0041975,0.00033025,-6.96E+00,1.14E-06,19,0.052631579,70,70,0.0097983
0.00015033,-7.645908685,0.0036828,-4.867643731,2.96E-11,0.0047379,-4.65E+00,0.00047361,3,0.333333333,180,180,0.0024099
0.00071023,-6.297201974,0.00033149,-6.959059137,0.0061359,0.00020814,-7.36E+00,1.69E-06,12,0.083333333,100,100,0.0020294
2.01E-21,-41.39360789,5.63E-06,-10.49898321,0,8.38E-05,-8.15E+00,0.00056213,20,0.05,300,300,0.0053907
6.68E-13,-24.35044708,2.70E-05,-9.137272472,0,9.45E-05,-8.05E+00,4.37E-05,15,0.066666667,296,232,0.0013952
0.11948,-1.845409572,0.037379,-2.854744643,0.25446,0.02002,-3.40E+00,6.93E-05,3,0.333333333,70,70,0.014808
3.26E-05,-8.9735648,0.00079899,-6.194917312,6.41E-12,0.0010279,-5.98E+00,0.00010275,16,0.0625,180,180,0.014872
0.31002,-1.017220576,0.1447,-1.679062938,2.6783,0.090854,-2.08E+00,0.00073914,1,1,100,100,0.0061517
2.34E-20,-39.26156829,6.54E-05,-8.368844503,0,0.00097379,-6.02E+00,0.0065306,4,0.25,300,300,0.0025051
1.19E-09,-17.84890608,0.00030819,-7.022362914,0,0.00044488,-6.70E+00,4.60E-06,19,0.052631579,347,174,0.0068176
0.014903,-3.653452597,0.0046623,-4.66279957,0.031739,0.0024972,-5.21E+00,8.64E-06,6,0.166666667,70,70,0.0073884
5.08E-06,-10.58827258,0.00012443,-7.810149798,9.99E-13,0.00016008,-7.59E+00,1.60E-05,19,0.052631579,180,180,0.0032661
0.0053184,-4.548438004,0.0024823,-5.210291465,0.045947,0.0015586,-5.61E+00,1.27E-05,8,0.125,100,100,0.0067542
1.87E-21,-41.45631679,5.23E-06,-10.56299662,0,7.78E-05,-8.22E+00,0.00052183,16,0.0625,300,300,0.0032027
0.032504,-2.976126381,0.01157,-3.873333282,0.11757,0.0066147,-4.36E+00,4.01E-05,3,0.333333333,61,81,0.0046296
0.00035179,-6.90743302,0.00011005,-7.916819906,0.0007492,5.89E-05,-8.46E+00,2.04E-07,12,0.083333333,70,70,0.00069762
7.00E-05,-8.30980392,0.0017157,-5.531117297,1.38E-11,0.0022072,-5.31E+00,0.00022063,11,0.090909091,180,180,0.015094
0.0013095,-5.765788994,0.00061119,-6.42764752,0.011313,0.00038376,-6.83E+00,3.12E-06,12,0.083333333,100,100,0.0037418
5.66E-21,-40.49436714,1.59E-05,-9.597205751,0,0.00023618,-7.25E+00,0.0015839,20,0.05,300,300,0.015189
3.08E-19,-37.02289857,8.35E-06,-10.15662705,0,6.89E-05,-8.32E+00,0.00015699,18,0.055555556,314,270,0.0022514
0.002648,-5.154164038,0.00082841,-6.163509334,0.0056394,0.0004437,-6.71E+00,1.54E-06,20,0.05,70,70,0.014587
3.14E-05,-9.006140704,0.00077003,-6.226984709,6.18E-12,0.00099064,-6.01E+00,9.90E-05,8,0.125,180,180,0.0035832
0.030362,-3.035339248,0.014171,-3.697199004,0.26231,0.0088981,-4.10E+00,7.24E-05,2,0.5,100,100,0.0024099
8.96E-20,-38.09538398,0.00025081,-7.201310304,0,0.0037349,-4.86E+00,0.025048,4,0.25,300,300,0.0096081
4.45E-23,-44.70327998,1.95E-07,-13.41993078,0,9.26E-06,-1.01E+01,0.00027777,4,0.25,232,374,9.51E-05
0.00451,-4.691646916,0.001411,-5.700945972,0.0096051,0.00075571,-6.24E+00,2.61E-06,11,0.090909091,70,70,0.0075152
9.45E-05,-8.049136383,0.0023141,-5.271235755,1.86E-11,0.0029771,-5.05E+00,0.00029759,7,0.142857143,180,180,0.0082445
0.0028699,-5.084266471,0.0013395,-5.746114564,0.024794,0.00084107,-6.15E+00,6.84E-06,7,0.142857143,100,100,0.0027905
3.22E-20,-38.98428826,9.01E-05,-8.090550418,0,0.0013422,-5.74E+00,0.0090014,6,0.166666667,300,300,0.0077689
1.08E-10,-19.93315249,6.61E-05,-8.359597081,3.54E-52,0.00039184,-6.81E+00,0.0015455,15,0.066666667,174,290,0.011986
0.11225,-1.899627301,0.035118,-2.908940451,0.23906,0.018809,-3.45E+00,6.51E-05,2,0.5,70,70,0.0061834
3.92E-06,-10.81342787,9.59E-05,-8.036362786,7.70E-13,0.00012344,-7.82E+00,1.23E-05,20,0.05,180,180,0.0027905
0.0025814,-5.176289389,0.0012049,-5.838097991,0.022301,0.00075652,-6.24E+00,6.15E-06,13,0.076923077,100,100,0.0086568
1.49E-21,-41.65362746,4.18E-06,-10.75764744,0,6.23E-05,-8.41E+00,0.00041768,19,0.052631579,300,300,0.0036149
1.10E-08,-15.91721463,0.00029205,-7.069085579,3.49E-20,0.0017693,-5.50E+00,0.010528,4,0.25,81,316,0.0054224
0.0087787,-4.113139584,0.0027464,-5.122472419,0.018696,0.001471,-5.66E+00,5.09E-06,8,0.125,70,70,0.0077372
2.97E-06,-11.0544871,7.27E-05,-8.276931178,5.84E-13,9.35E-05,-8.06E+00,9.35E-06,18,0.055555556,180,180,0.0017123
0.0039135,-4.814869324,0.0018266,-5.476713093,0.03381,0.0011469,-5.88E+00,9.33E-06,7,0.142857143,100,100,0.0038052
6.15E-20,-38.42224977,0.00017217,-7.528085041,0,0.0025639,-5.18E+00,0.017194,1,1,300,300,0.00041223
2.74E-13,-25.12449887,7.21E-05,-8.284129471,0,0.00039129,-6.82E+00,0.0006486,17,0.058823529,270,261,0.010337
0.0083354,-4.158147109,0.0026077,-5.167484746,0.017752,0.0013967,-5.71E+00,4.83E-06,10,0.1,70,70,0.011479
2.27E-05,-9.287948286,0.00055507,-6.511304489,4.46E-12,0.00071409,-6.29E+00,7.14E-05,11,0.090909091,180,180,0.0048833
0.00045152,-6.690646016,0.00021074,-7.352506049,0.0039008,0.00013232,-7.76E+00,1.08E-06,19,0.052631579,100,100,0.0032344
2.54E-21,-41.19033257,7.12E-06,-10.29504001,0,0.00010599,-7.95E+00,0.00071079,19,0.052631579,300,300,0.0061517
1.29E-38,-75.77882058,7.98E-05,-8.195994217,0,0.0022964,-5.28E+00,0.018661,5,0.2,374,300,0.0097032
0.25559,-1.184912284,0.07996,-2.194254429,0.54433,0.042827,-2.74E+00,0.00014819,1,1,70,70,0.0035198
7.51E-05,-8.248720126,0.0018399,-5.470411561,1.48E-11,0.002367,-5.25E+00,0.00023661,8,0.125,180,180,0.0085616
0.0011914,-5.847884808,0.00055609,-6.509709829,0.010293,0.00034916,-6.91E+00,2.84E-06,13,0.076923077,100,100,0.0039954
